input_bod,input_cod,input_heavy_metals,input_virus,input_bacteria,pH,temperature,flow_rate,biofilter_media,filter_age,output_bod,output_cod,output_heavy_metals,output_virus,output_bacteria,recommended_biofilter
95.7,906.1,0.118,194,8867,5.96,31.9,9.13,gravel,95,31.0,288.4,0.03,56,1986,Advanced Bio-scrubber
176.8,696.5,0.074,292,3365,7.75,21.8,2.26,gravel,86,38.3,258.9,0.023,35,529,Advanced Bio-scrubber
523.9,749.4,0.077,36,6583,6.19,26.7,1.87,woodchips,16,191.1,221.9,0.028,9,1866,Advanced Bio-scrubber
488.5,659.2,0.035,109,5897,5.84,21.8,4.82,biochar,17,163.9,132.2,0.013,40,1511,Trickling Biofilter
96.8,427.3,0.091,160,6718,6.08,39.2,9.4,activated carbon,37,23.2,106.2,0.017,50,999,Advanced Bio-scrubber
217.6,721.5,0.032,164,7001,8.73,36.1,5.88,woodchips,54,47.0,191.0,0.005,56,2029,Trickling Biofilter
223.3,857.8,0.053,185,5567,8.38,29.2,5.75,gravel,82,82.0,337.3,0.009,56,954,Advanced Bio-scrubber
496.6,1060.7,0.129,97,3741,6.74,24.5,2.27,biochar,98,107.2,405.6,0.042,16,862,Trickling Biofilter
92.2,799.9,0.035,281,4020,7.8,38.7,1.01,gravel,89,20.1,311.8,0.007,37,999,Trickling Biofilter
144.5,937.2,0.015,182,7256,7.38,26.9,8.29,biochar,83,41.3,342.2,0.002,63,759,Trickling Biofilter
575.9,276.1,0.015,33,1228,7.87,23.2,1.79,biochar,20,130.7,74.6,0.002,10,358,Compost Biofilter
190.7,607.7,0.141,258,9362,7.89,31.3,6.7,biochar,40,73.0,231.6,0.028,70,1581,Advanced Bio-scrubber
484.7,110.3,0.079,91,1294,7.7,38.9,9.23,woodchips,21,142.5,43.7,0.011,14,179,Compost Biofilter
227.7,371.3,0.064,162,5284,6.43,20.1,2.88,woodchips,87,71.5,100.3,0.009,46,1427,Trickling Biofilter
141.7,899.1,0.123,288,9617,5.64,24.8,6.99,woodchips,60,54.6,226.7,0.038,32,2314,Advanced Bio-scrubber
230.8,1191.0,0.126,260,7801,7.09,38.8,1.71,biochar,53,70.6,368.5,0.013,35,915,Advanced Bio-scrubber
527.8,209.1,0.053,264,1918,8.62,23.4,6.43,biochar,59,142.9,49.6,0.007,51,237,Trickling Biofilter
610.5,541.6,0.106,182,1498,7.49,22.3,2.48,gravel,26,219.4,111.9,0.037,42,364,Advanced Bio-scrubber
594.7,980.1,0.117,79,3809,8.41,31.4,7.62,activated carbon,44,171.6,381.4,0.041,11,438,Advanced Bio-scrubber
326.3,324.4,0.1,25,5961,8.97,37.2,3.71,woodchips,10,86.0,124.9,0.02,3,1690,Trickling Biofilter
494.2,710.6,0.027,216,4779,6.07,29.5,5.17,biochar,38,170.3,165.2,0.003,69,1187,Trickling Biofilter
207.1,906.4,0.132,77,3118,7.92,39.9,6.39,gravel,60,74.6,255.2,0.041,21,521,Trickling Biofilter
261.8,777.6,0.083,236,7391,7.86,33.6,2.54,gravel,73,93.8,284.8,0.017,61,1276,Advanced Bio-scrubber
635.7,306.8,0.046,45,1145,8.93,21.5,7.67,gravel,13,251.4,101.9,0.005,11,230,Compost Biofilter
88.1,490.9,0.067,24,8942,8.95,39.9,3.72,woodchips,96,31.5,136.9,0.01,9,1540,Trickling Biofilter
133.0,962.2,0.01,39,5565,7.9,28.2,6.96,woodchips,37,47.1,335.6,0.001,4,1429,Trickling Biofilter
208.9,709.6,0.024,217,1192,6.35,25.7,2.42,activated carbon,25,77.6,269.2,0.007,33,352,Trickling Biofilter
96.4,105.8,0.116,78,6187,8.29,31.2,7.19,gravel,72,19.3,40.8,0.043,23,1342,Trickling Biofilter
192.5,937.1,0.005,261,7637,5.87,26.1,2.15,woodchips,85,52.5,258.4,0.002,37,1445,Trickling Biofilter
441.5,138.8,0.065,165,9243,8.23,21.7,4.83,gravel,62,153.4,32.6,0.017,46,1336,Trickling Biofilter
341.3,920.3,0.081,292,3410,8.69,20.0,3.22,biochar,94,109.2,352.1,0.018,79,787,Advanced Bio-scrubber
633.5,322.7,0.013,268,2820,6.84,29.0,7.74,gravel,26,149.2,70.5,0.004,105,669,Trickling Biofilter
586.8,1153.9,0.146,33,3964,7.71,36.7,3.36,activated carbon,49,153.0,397.3,0.034,12,940,Advanced Bio-scrubber
291.9,504.7,0.038,32,3521,7.01,31.4,8.94,woodchips,22,78.0,115.1,0.007,12,371,Trickling Biofilter
240.8,459.6,0.049,63,3568,7.03,40.0,9.03,biochar,61,75.5,127.7,0.015,8,998,Trickling Biofilter
315.4,263.8,0.049,38,6882,6.59,25.7,2.77,woodchips,67,115.5,74.5,0.018,14,1154,Compost Biofilter
446.0,436.2,0.038,82,2867,8.17,25.6,6.52,biochar,46,172.4,101.1,0.008,11,713,Compost Biofilter
246.2,1064.3,0.005,258,8465,8.78,23.2,1.79,gravel,88,86.2,409.3,0.002,75,2133,Trickling Biofilter
467.0,1196.0,0.111,119,8602,8.79,23.3,4.52,gravel,85,172.1,239.8,0.025,38,1979,Trickling Biofilter
333.8,505.1,0.145,182,4199,6.11,25.7,7.42,activated carbon,70,98.1,191.3,0.032,27,752,Advanced Bio-scrubber
422.3,593.5,0.038,141,7103,8.56,35.9,6.93,activated carbon,88,117.4,223.6,0.004,41,1575,Trickling Biofilter
350.4,894.3,0.101,63,1240,8.08,38.1,6.62,biochar,43,97.6,235.6,0.031,7,134,Trickling Biofilter
262.6,1074.8,0.113,164,4440,6.38,39.5,3.54,activated carbon,79,84.9,366.4,0.039,31,1121,Advanced Bio-scrubber
668.0,752.3,0.128,69,5631,5.74,24.6,4.4,activated carbon,26,150.2,188.5,0.038,26,675,Advanced Bio-scrubber
553.4,530.7,0.066,84,9274,6.44,37.6,1.93,activated carbon,29,174.8,186.7,0.01,13,1663,Advanced Bio-scrubber
166.9,553.9,0.049,183,6077,8.69,26.6,7.47,activated carbon,82,55.6,172.9,0.006,22,734,Trickling Biofilter
618.5,865.2,0.052,160,4768,7.72,22.3,5.53,gravel,68,178.0,225.0,0.014,37,1275,Advanced Bio-scrubber
382.2,103.5,0.108,147,8995,8.02,37.4,7.38,activated carbon,78,149.3,29.0,0.024,52,1889,Trickling Biofilter
634.6,781.5,0.123,258,9802,6.4,32.7,3.24,gravel,96,204.1,264.1,0.028,32,2335,Advanced Bio-scrubber
575.9,491.0,0.031,206,7429,8.02,23.3,3.92,gravel,42,140.5,187.2,0.012,43,1757,Advanced Bio-scrubber
343.6,973.6,0.059,227,4605,5.6,28.6,4.01,woodchips,87,101.7,220.2,0.019,84,1236,Advanced Bio-scrubber
93.9,202.3,0.136,239,3173,6.81,25.7,1.23,gravel,26,31.5,63.6,0.03,32,401,Trickling Biofilter
246.6,747.0,0.122,209,7568,7.69,34.7,4.07,gravel,66,65.3,187.3,0.013,40,1755,Advanced Bio-scrubber
415.8,629.1,0.148,256,3601,6.01,29.1,8.23,activated carbon,92,89.8,226.6,0.016,85,774,Advanced Bio-scrubber
472.8,806.6,0.114,213,3657,8.38,39.8,9.08,gravel,10,149.7,172.7,0.035,56,388,Advanced Bio-scrubber
239.9,171.3,0.062,278,7080,6.32,21.1,5.66,biochar,22,93.5,57.9,0.022,97,993,Trickling Biofilter
166.4,738.0,0.091,265,8325,7.78,27.1,5.1,activated carbon,36,49.4,173.4,0.028,35,1278,Advanced Bio-scrubber
597.7,717.6,0.101,155,3159,6.92,29.6,1.28,activated carbon,79,227.9,229.1,0.022,58,362,Advanced Bio-scrubber
690.3,716.7,0.016,299,4830,7.59,30.1,8.91,activated carbon,68,253.3,263.1,0.002,114,826,Advanced Bio-scrubber
405.9,763.8,0.084,290,9313,5.88,26.3,1.12,woodchips,15,93.1,268.1,0.033,43,982,Advanced Bio-scrubber
186.4,844.1,0.108,190,5368,5.56,34.6,9.5,activated carbon,32,63.7,295.9,0.043,21,1131,Advanced Bio-scrubber
248.8,985.5,0.029,178,2317,8.68,37.5,5.4,gravel,19,71.4,299.2,0.008,71,330,Trickling Biofilter
91.4,396.8,0.118,220,5493,6.44,38.8,4.08,biochar,60,22.9,150.0,0.014,54,865,Trickling Biofilter
646.9,1007.6,0.09,64,2230,8.37,36.1,9.32,activated carbon,28,218.3,320.0,0.024,17,629,Trickling Biofilter
153.0,648.1,0.143,283,2133,9.0,37.0,1.22,activated carbon,60,53.3,248.5,0.053,81,428,Trickling Biofilter
437.4,184.8,0.011,90,8607,6.24,31.0,6.23,biochar,96,103.2,57.2,0.003,30,1324,Compost Biofilter
249.9,164.4,0.043,122,2301,6.43,36.5,5.94,activated carbon,77,95.7,49.5,0.014,42,506,Compost Biofilter
423.6,467.7,0.092,144,2910,7.82,26.1,2.97,woodchips,93,148.4,114.3,0.012,23,408,Trickling Biofilter
483.9,963.4,0.048,249,9082,8.88,28.0,4.86,gravel,92,187.1,297.6,0.006,43,1043,Trickling Biofilter
594.4,878.4,0.109,165,9107,8.71,26.3,6.87,biochar,51,156.6,200.4,0.015,60,949,Advanced Bio-scrubber
208.0,967.5,0.115,216,8970,7.26,29.3,7.54,biochar,66,80.7,361.8,0.043,75,2604,Advanced Bio-scrubber
86.8,669.0,0.02,240,2916,8.28,25.7,1.01,woodchips,77,23.8,224.2,0.005,68,714,Trickling Biofilter
164.9,584.2,0.08,79,7996,5.98,39.2,9.43,gravel,47,34.8,232.9,0.027,31,2079,Trickling Biofilter
638.0,262.2,0.079,117,3757,8.92,26.3,2.48,woodchips,71,225.0,57.3,0.011,38,1113,Trickling Biofilter
621.8,461.0,0.059,190,7464,8.88,22.0,3.1,gravel,16,211.8,114.4,0.022,31,2137,Advanced Bio-scrubber
450.4,577.4,0.14,192,1178,6.07,30.5,3.37,woodchips,80,143.9,216.8,0.048,68,291,Trickling Biofilter
452.3,197.5,0.125,170,7362,6.55,21.1,1.34,activated carbon,59,134.8,55.1,0.021,38,1758,Trickling Biofilter
492.3,342.7,0.106,141,9683,5.85,22.2,2.11,woodchips,61,101.6,100.5,0.038,16,1621,Trickling Biofilter
188.7,758.0,0.109,127,1060,6.45,24.4,9.88,biochar,35,61.3,282.1,0.02,25,128,Trickling Biofilter
646.9,909.2,0.072,23,7681,8.36,29.3,3.84,biochar,35,183.3,276.7,0.012,8,1649,Advanced Bio-scrubber
339.6,1198.2,0.139,112,3895,6.82,28.7,2.04,biochar,28,106.0,286.0,0.025,43,838,Trickling Biofilter
317.5,1126.4,0.106,25,1585,5.81,36.0,1.96,woodchips,18,90.8,426.2,0.04,5,460,Trickling Biofilter
401.7,806.8,0.111,125,6823,6.7,34.8,7.48,biochar,70,158.0,166.4,0.042,22,1286,Trickling Biofilter
109.1,563.4,0.13,165,1534,8.93,28.5,8.69,biochar,29,35.0,213.6,0.026,44,365,Trickling Biofilter
183.1,799.8,0.045,290,4462,7.7,26.7,3.31,activated carbon,59,64.1,168.0,0.014,100,959,Trickling Biofilter
537.6,964.2,0.122,115,5011,6.96,26.3,1.19,activated carbon,89,208.2,321.2,0.037,37,678,Advanced Bio-scrubber
131.3,230.2,0.033,248,4398,6.08,35.5,3.01,gravel,90,41.8,49.3,0.011,66,961,Trickling Biofilter
454.0,550.9,0.055,221,3155,8.95,21.0,1.51,gravel,31,91.9,188.0,0.01,64,656,Advanced Bio-scrubber
232.1,1023.8,0.054,231,6966,8.37,20.3,1.93,gravel,22,48.0,211.7,0.014,40,1385,Advanced Bio-scrubber
321.4,522.2,0.147,25,8329,6.49,35.9,4.88,woodchips,21,109.4,192.4,0.044,6,1688,Trickling Biofilter
259.0,729.1,0.129,131,7957,5.75,29.5,3.07,gravel,19,66.3,213.8,0.014,23,1057,Trickling Biofilter
300.5,746.5,0.107,125,6325,5.7,22.6,5.64,woodchips,74,94.9,163.3,0.023,46,1219,Trickling Biofilter
525.8,302.9,0.11,158,9518,5.92,24.7,3.28,woodchips,39,126.4,103.4,0.034,21,2105,Advanced Bio-scrubber
264.2,498.5,0.087,115,5703,7.53,38.7,9.46,gravel,17,67.1,148.5,0.015,35,1129,Trickling Biofilter
431.2,468.0,0.142,233,3706,8.75,37.2,9.15,gravel,30,129.8,111.5,0.055,41,733,Advanced Bio-scrubber
375.2,128.8,0.077,41,1001,7.24,34.2,6.1,woodchips,31,148.2,26.2,0.008,10,116,Compost Biofilter
491.5,126.6,0.06,212,9316,8.45,29.6,4.19,activated carbon,27,158.9,35.9,0.023,40,1287,Trickling Biofilter
660.8,1014.9,0.029,169,2104,7.06,30.4,4.43,biochar,75,255.9,220.4,0.005,33,345,Trickling Biofilter
534.2,400.4,0.119,266,2861,7.98,39.5,4.71,biochar,57,209.3,87.6,0.014,47,526,Advanced Bio-scrubber
213.3,669.9,0.111,286,6269,8.06,39.3,7.55,biochar,53,51.5,169.8,0.021,93,1372,Advanced Bio-scrubber
99.3,428.6,0.061,270,7943,6.11,24.3,5.06,activated carbon,18,26.0,139.8,0.02,57,2166,Advanced Bio-scrubber
242.6,1134.7,0.009,22,9320,6.76,36.2,8.71,woodchips,76,85.9,347.2,0.003,7,1229,Trickling Biofilter
448.9,385.2,0.127,95,1437,7.73,23.9,9.5,gravel,63,167.6,82.4,0.021,22,148,Compost Biofilter
111.9,572.6,0.007,106,5846,5.75,24.3,4.02,woodchips,35,34.0,225.4,0.001,28,1110,Trickling Biofilter
387.7,1060.0,0.107,289,4129,6.77,33.5,6.05,woodchips,94,154.6,400.1,0.031,76,770,Advanced Bio-scrubber
450.0,1026.1,0.146,244,9081,7.37,28.1,1.86,gravel,35,91.0,258.4,0.035,96,1910,Advanced Bio-scrubber
287.2,304.7,0.068,37,1901,8.99,38.6,2.8,activated carbon,43,74.6,68.4,0.023,8,507,Compost Biofilter
558.0,982.9,0.039,132,6398,7.16,21.8,4.72,biochar,17,181.1,381.8,0.004,21,1667,Trickling Biofilter
146.1,604.0,0.107,270,7678,8.36,30.2,2.86,biochar,19,42.9,176.5,0.03,101,921,Advanced Bio-scrubber
126.6,631.3,0.123,252,6529,7.01,38.4,8.89,woodchips,57,28.3,165.5,0.039,38,1873,Advanced Bio-scrubber
531.5,246.8,0.084,298,7604,8.29,38.1,2.42,activated carbon,64,145.4,73.6,0.033,104,928,Advanced Bio-scrubber
387.2,188.7,0.145,221,4918,7.58,23.1,5.1,biochar,63,79.4,66.9,0.044,32,1116,Trickling Biofilter
506.8,900.7,0.012,102,2067,8.6,27.3,6.45,activated carbon,87,166.5,210.5,0.002,30,485,Trickling Biofilter
349.6,646.1,0.078,144,1026,6.94,32.4,7.23,gravel,49,132.3,228.4,0.01,21,242,Trickling Biofilter
232.8,580.5,0.109,194,7937,7.62,23.2,4.45,woodchips,24,87.8,203.1,0.032,73,1215,Advanced Bio-scrubber
587.8,902.5,0.13,88,8264,7.71,39.4,8.82,woodchips,90,199.8,277.9,0.033,24,1372,Advanced Bio-scrubber
575.6,942.1,0.031,66,8118,6.96,38.3,6.11,activated carbon,27,168.7,351.6,0.011,13,1703,Trickling Biofilter
510.7,274.8,0.121,275,1547,6.01,23.3,4.96,biochar,32,154.4,62.2,0.038,39,216,Trickling Biofilter
248.7,771.2,0.085,234,9758,5.83,22.4,1.61,activated carbon,71,56.6,246.1,0.021,49,1015,Advanced Bio-scrubber
445.9,248.9,0.063,49,9895,5.56,21.7,5.18,gravel,55,119.6,72.1,0.014,15,2102,Trickling Biofilter
303.8,926.5,0.024,256,6338,8.56,38.2,8.39,biochar,96,72.2,263.6,0.005,55,1224,Trickling Biofilter
136.8,822.7,0.13,267,4140,6.33,23.9,6.53,biochar,48,49.8,206.1,0.022,46,958,Advanced Bio-scrubber
648.7,1152.3,0.028,44,8996,6.24,28.3,8.49,activated carbon,24,248.4,316.3,0.003,12,1164,Trickling Biofilter
164.8,175.9,0.05,93,2590,8.08,29.0,5.45,gravel,62,50.7,39.0,0.014,21,695,Compost Biofilter
669.1,162.8,0.047,225,8776,6.62,32.0,2.07,biochar,97,231.2,40.8,0.008,34,1134,Trickling Biofilter
356.5,410.4,0.131,113,5943,7.27,21.4,1.12,woodchips,73,80.0,104.4,0.021,17,1654,Trickling Biofilter
